id,x,y
0,62.5095466604667,89.72138009695755
1,77.56856902451935,22.520718999059184
2,30.016628491122542,87.35534453962619
3,0.5265304565574724,82.12284183827663
4,79.70694287520462,46.79349528437208
5,30.30324268193135,27.84256121007733
6,25.48695876541246,44.50763058826466
7,50.45482589579533,55.34973520744925
8,99.55002834343927,79.26619192137531
9,62.21792294411627,98.8960147681885
10,21.530869823559897,16.021203385784453
11,61.25396042730308,4.394200796138337
12,3.568027877359614,51.48888202713703
13,46.620602532528906,91.71677731928523
14,62.92262544910104,51.41176465995139
15,49.68734353935042,24.751492202733083
16,1.179402554250586,19.240214398531062
17,69.20321208818392,20.06067239869952
18,36.95363106022067,0.37342420520759534
19,83.00477298017455,15.446108106143985
20,26.759930456378545,88.03321539808286
21,50.97908098684232,84.71502463658693
22,63.97171669425262,74.17709473618571
23,9.149560506304566,54.114382137648875
24,50.777223630034996,87.13393766928806
25,36.12640590141576,59.818406720721306
26,5.925164234550362,38.76318011107287
27,32.30363462582066,15.019972907045187
28,81.63381038190757,37.944617155031246
29,97.87478844112216,58.99916930106103
30,60.50562538298513,63.79965807883322
31,67.64502438127883,15.07880191683687
32,44.03134671881875,23.956396182952332
33,40.24982981039816,9.670409393174562
34,96.78280510488214,21.500403735588
35,67.1765162611285,30.04200814790703
36,87.40770261495044,66.22147383384538
37,13.161581580830573,84.50743208745529
38,94.49481711449795,90.39167881959268
39,56.97191478592772,14.54599537609269
40,19.246349496833236,92.79056847445244
41,55.23264876672638,18.055249844891165
42,88.40568941964699,64.15717052224808
43,56.969427447380795,37.62878361299201
44,41.09552821571298,23.948921268184485
45,3.805728669123909,87.6218808109271
46,46.77302168140961,54.76351992137353
47,32.21633097802251,75.13249198549279
48,2.5196870801760363,37.218527256520396
49,3.035029438411163,12.289210220500934
